roll,legal,address,land_area,land_area_unit,subdivision,zoning,linc_number,market_land_site_area,market_land_site_area_unit,year_of_assessment,assessment_value,street_number,route,locality,administrative_area_level_1,administrative_area_level_2,country,postal_code,latitude,longitude
5302000,SE-1-1-1-4,,0.00,Acres,Sturgeon County,INDUSTRIAL RURAL,,,Acres,2014,"1,180,370",,,,,,,,,
5303000,SE-1-1-1-4,,0.00,Acres,Sturgeon County,INDUSTRIAL HEAVY,,,Acres,2014,"265,740",,,,,,,,,
5303002,SE-1-1-1-4,,"",Acres,Sturgeon County,AGRICULTURE,,,Acres,2014,"148,960",,,,,,,,,
5304000,SE-1-1-1-4,,0.00,Acres,Sturgeon County,AGRICULTURE,,,Acres,2014,"176,630",,,,,,,,,
5305000,SE-1-1-1-4,,0.00,Acres,Sturgeon County,AGRICULTURE,,,Acres,2014,"41,240",,,,,,,,,
5309000,2352CL NE-5-55-23-4,,4.17,Acres,Sturgeon County,INTERMUNICIPAL FRINGE-A,,4.17,Acres,2014,"70,610",,,,,,,,,
5310000,NW-36-56-23-4,,8.53,Acres,Sturgeon County,COUNTRY RESIDENTIAL-ONE,,8.53,Acres,2014,"59,960",,,,,,,,,
5312000,SE-27-57-25-4,,9.55,Acres,Sturgeon County,URBAN FRINGE,,9.55,Acres,2014,"106,230",,,,,,,,,
5321001,NE-28-56-26-4,,11.75,Acres,Sturgeon County,HAMLET RESIDENTIAL,,11.75,Acres,2014,"115,520",,,,,,,,,
5321002,SW-5-57-26-4,,15.57,Acres,Sturgeon County,AGRICULTURE,,15.57,Acres,2014,"87,610",,,,,,,,,
5322000,NE-32-55-25-4,,5.34,Acres,Sturgeon County,INTERMUNICIPAL FRINGE-A,,5.34,Acres,2014,"94,020",,,,,,,,,
5323003,NE-6-55-24-4,,1.69,Acres,Sturgeon County,AGRICULTURE,,1.69,Acres,2014,"5,880",,,,,,,,,
5323007,SE-19-55-24-4,,0.18,Acres,Sturgeon County,AGRICULTURE,,0.18,Acres,2014,720,,,,,,,,,
5323010,NW-36-54-25-4,,0.75,Acres,Sturgeon County,AGRICULTURE,,0.75,Acres,2014,"5,200",,,,,,,,,
5323011,NW-6-56-25-4,,0.42,Acres,Sturgeon County,AGRICULTURE,,0.42,Acres,2014,"1,680",,,,,,,,,
5323012,7856BX PARCEL,,0.88,Acres,Sturgeon County,HAMLET RESIDENTIAL,,0.88,Acres,2014,"6,690",,,,,,,,,
5323013,NE-26-55-25-4,,0.31,Acres,Sturgeon County,INTERMUNICIPAL FRINGE-A,,0.31,Acres,2014,"1,240",,,,,,,,,
5323015,SW-23-56-26-4,,0.91,Acres,Sturgeon County,AGRICULTURE,,0.91,Acres,2014,"3,630",,,,,,,,,
5323050,981AT NW-27-57-25-4,,1.51,Acres,Sturgeon County,AGRICULTURE,,1.51,Acres,2014,"18,960",,,,,,,,,
5323051,1336AL,,6.63,Acres,Sturgeon County,URBAN FRINGE,,6.63,Acres,2014,"33,610",,,,,,,,,
5323052,1336AL,,5.95,Acres,Sturgeon County,URBAN FRINGE,,5.95,Acres,2014,"32,100",,,,,,,,,
5323053,981AT NE-33-57-25-4,,0.68,Acres,Sturgeon County,AGRICULTURE,,0.68,Acres,2014,"11,220",,,,,,,,,
5324000,NW-5-56-25-4,,0.03,Acres,Sturgeon County,AGRICULTURE,,0.03,Acres,2014,240,,,,,,,,,
5328000,SE-1-1-1-4,,0.00,Acres,Sturgeon County,INTERMUNICIPAL FRINGE-A,,,Acres,2014,"316,250",,,,,,,,,
5331000,8221542 1B,,0.39,Acres,Sturgeon County,AGRICULTURE,,0.39,Acres,2014,"39,380",,,,,,,,,
5333000,SE-1-1-1-4,,0.35,Acres,Sturgeon County,AGRICULTURE,,0.35,Acres,2014,"35,340",,,,,,,,,
5335000,8521561 Area A SW-23-55-22-4,,17.35,Acres,Sturgeon County,AGRICULTURE-NATURE CONSERVATION,,0.00,Acres,2014,"1,030",,,,,,,,,
5335001,8620409 SE-1-1-1-4,,3.30,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,680,,,,,,,,,
5336006,SE-17-55-22-4,,0.00,Acres,Sturgeon County,AGRICULTURE,,,Acres,2014,"7,170",,,,,,,,,
5336007,NE-5-55-23-4,,0.00,Acres,Sturgeon County,INTERMUNICIPAL FRINGE-A,,,Acres,2014,"31,950",,,,,,,,,
5336008,SE-17-55-22-4,,0.00,Acres,Sturgeon County,AGRICULTURE,,,Acres,2014,"12,030",,,,,,,,,
6000000,NW-31-56-20-4,,9.87,Acres,Sturgeon County,AGRICULTURE-NATURE CONSERVATION,,0.00,Acres,2014,300,,,,,,,,,
6001000,NW-5-57-20-4,,76.58,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,"5,920",,,,,,,,,
6002000,NE-5-57-20-4,,12.40,Acres,Sturgeon County,AGRICULTURE-NATURE CONSERVATION,,0.00,Acres,2014,710,,,,,,,,,
6003000,SE-6-57-20-4,,17.20,Acres,Sturgeon County,AGRICULTURE-NATURE CONSERVATION,,0.00,Acres,2014,760,,,,,,,,,
6004000,SW-6-57-20-4,20529 VICTORIA TR,104.64,Acres,Sturgeon County,AGRICULTURE-NATURE CONSERVATION,0018912899,3.00,Acres,2014,"193,390",,Victoria Trail,,Alberta,Division No. 11,Canada,,53.90535200000001,-112.946476
6005000,5-SW-6-57-20-4,,4.36,Acres,Sturgeon County,AGRICULTURE-NATURE CONSERVATION,,4.36,Acres,2014,"365,960",,,,,,,,,
6007000,NW-6-57-20-4,,155.98,Acres,Sturgeon County,AGRICULTURE,,105.16,Acres,2014,"913,060",,,,,,,,,
6008000,NE-6-57-20-4,,147.96,Acres,Sturgeon County,AGRICULTURE-NATURE CONSERVATION,,62.44,Acres,2014,"509,850",,,,,,,,,
6013000,SE-8-57-20-4,,130.40,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,"6,680",,,,,,,,,
6014000,SE-8-57-20-4,,2.00,Acres,Sturgeon County,AGRICULTURE,,2.00,Acres,2014,"57,200",,,,,,,,,
6015000,SW-8-57-20-4,,157.20,Acres,Sturgeon County,AGRICULTURE,,91.26,Acres,2014,"709,530",,,,,,,,,
6018000,SW-9-57-20-4,,21.93,Acres,Sturgeon County,AGRICULTURE-NATURE CONSERVATION,,0.00,Acres,2014,"2,100",,,,,,,,,
6019000,9920700 1 NW-9-57-20-4,20332 VICTORIA TR,87.23,Acres,Sturgeon County,AGRICULTURE,0027844398,3.00,Acres,2014,"263,570",,Victoria Trail,,Alberta,Division No. 11,Canada,,53.90535200000001,-112.946476
6019001,NW-9-57-20-4,20321 VICTORIA TRAIL,61.01,Acres,Sturgeon County,AGRICULTURE-NATURE CONSERVATION,,3.00,Acres,2014,"107,310",,Victoria Trail,,Alberta,Division No. 11,Canada,,53.90535200000001,-112.946476
6020000,NE-9-57-20-4,,26.62,Acres,Sturgeon County,AGRICULTURE-NATURE CONSERVATION,,0.00,Acres,2014,"1,610",,,,,,,,,
6021000,1220179 1 1,,0.20,Acres,Sturgeon County,AGRICULTURE,,0.20,Acres,2014,"6,780",,,,,,,,,
6022000,SW-15-57-20-4,,41.90,Acres,Sturgeon County,AGRICULTURE-NATURE CONSERVATION,,0.00,Acres,2014,"4,800",,,,,,,,,
6023000,NW-15-57-20-4,,78.49,Acres,Sturgeon County,AGRICULTURE-NATURE CONSERVATION,,0.00,Acres,2014,"7,600",,,,,,,,,
6023001,NW-15-57-20-4,57223 RGE RD 203,74.31,Acres,Sturgeon County,AGRICULTURE-NATURE CONSERVATION,0025706904,3.00,Acres,2014,"398,220",,Range Road 203,,Alberta,Division No. 11,Canada,,53.948918,-112.901579
6024000,NE-15-57-20-4,,55.80,Acres,Sturgeon County,AGRICULTURE-NATURE CONSERVATION,,0.00,Acres,2014,"4,780",,,,,,,,,
6025000,SE-16-57-20-4,,152.26,Acres,Sturgeon County,AGRICULTURE-NATURE CONSERVATION,,0.00,Acres,2014,"11,030",,,,,,,,,
6028000,NE-16-57-20-4,57228 RGE RD 203,74.21,Acres,Sturgeon County,AGRICULTURE,,3.00,Acres,2014,"104,870",,Range Road 203,,Alberta,Division No. 11,Canada,,53.948918,-112.901579
6028001,NE-16-57-20-4,,4.70,Acres,Sturgeon County,AGRICULTURE,,4.70,Acres,2014,"88,020",,,,,,,,,
6029000,NE-16-57-20-4,57228 RGE RD 203,80.50,Acres,Sturgeon County,AGRICULTURE,0010157329,0.00,Acres,2014,"1,910",,Range Road 203,,Alberta,Division No. 11,Canada,,53.948918,-112.901579
6046000,SE-21-57-20-4,,80.00,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,"1,900",,,,,,,,,
6047000,SE-21-57-20-4,57314 RGE RD 203,80.00,Acres,Sturgeon County,AGRICULTURE,0016614091,3.00,Acres,2014,"109,160",,Range Road 203,,Alberta,Division No. 11,Canada,,53.948918,-112.901579
6048000,SW-21-57-20-4,57307 RGE RD 204,80.00,Acres,Sturgeon County,AGRICULTURE,0019209568,3.00,Acres,2014,"551,540",,Range Road 204,Radway,Alberta,,Canada,T0A 2V0,53.992517,-112.926339
6049000,SW-21-57-20-4,57313 RGE RD 204,80.00,Acres,Sturgeon County,AGRICULTURE,0023409931,3.00,Acres,2014,"381,350",,Range Road 204,Radway,Alberta,,Canada,T0A 2V0,53.992517,-112.926339
6051000,NE-21-57-20-4,20307 TWP RD 574,160.00,Acres,Sturgeon County,AGRICULTURE,0023409957,3.00,Acres,2014,"518,780",,Township Road 574,,Alberta,Division No. 11,Canada,,53.9489336,-112.938712
6052000,SE-22-57-20-4,,79.80,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,"11,580",,,,,,,,,
6053000,SE-22-57-20-4,,80.00,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,"13,420",,,,,,,,,
6054000,SW-22-57-20-4,,158.94,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,"26,230",,,,,,,,,
6055000,NW-22-57-20-4,,160.00,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,"22,030",,,,,,,,,
6056000,NE-22-57-20-4,57330 RGE RD 202,160.00,Acres,Sturgeon County,AGRICULTURE,0023416043,3.00,Acres,2014,"182,130",,Range Road 202,Radway,Alberta,Division No. 11,Canada,T0A 2V0,53.963471,-112.876854
6057000,SW-23-57-20-4,,68.10,Acres,Sturgeon County,AGRICULTURE-NATURE CONSERVATION,,0.00,Acres,2014,"7,480",,,,,,,,,
6058000,NW-23-57-20-4,,156.35,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,"17,380",,,,,,,,,
6059000,NE-23-57-20-4,,20.55,Acres,Sturgeon County,AGRICULTURE-NATURE CONSERVATION,,0.00,Acres,2014,"1,700",,,,,,,,,
6060000,2829LZ,,0.77,Acres,Sturgeon County,AGRICULTURE-NATURE CONSERVATION,,0.77,Acres,2014,"26,120",,,,,,,,,
6061000,NW-25-57-20-4,,23.50,Acres,Sturgeon County,AGRICULTURE-NATURE CONSERVATION,,0.00,Acres,2014,"1,030",,,,,,,,,
6062000,SE-26-57-20-4,,56.00,Acres,Sturgeon County,AGRICULTURE-NATURE CONSERVATION,,0.00,Acres,2014,"2,550",,,,,,,,,
6063000,SW-26-57-20-4,57411 RGE RD 202,80.00,Acres,Sturgeon County,AGRICULTURE,0023416605,3.00,Acres,2014,"301,700",,Range Road 202,Radway,Alberta,Division No. 11,Canada,T0A 2V0,53.963471,-112.876854
6064000,SW-26-57-20-4,57402 RGE RD 202,80.00,Acres,Sturgeon County,AGRICULTURE,0012111910,3.00,Acres,2014,"272,740",,Range Road 202,Radway,Alberta,Division No. 11,Canada,T0A 2V0,53.963471,-112.876854
6065000,NW-26-57-20-4,57421 RGE RD 202,145.63,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,"14,300",,Range Road 202,Radway,Alberta,Division No. 11,Canada,T0A 2V0,53.963471,-112.876854
6065001,7921687,,0.09,Acres,Sturgeon County,AGRICULTURE,,0.09,Acres,2014,"19,860",,,,,,,,,
6066000,NE-26-57-20-4,20104 TWP RD 574A,80.72,Acres,Sturgeon County,AGRICULTURE,0011154788,3.00,Acres,2014,"260,280",,Township Road 574,,Alberta,Division No. 11,Canada,,53.9489336,-112.938712
6066001,8320363 1 NE-26-57-20-4,20116 TWP RD 574A,78.33,Acres,Sturgeon County,AGRICULTURE,0011331311,3.00,Acres,2014,"335,210",,Township Road 574,,Alberta,Division No. 11,Canada,,53.9489336,-112.938712
6067000,1025933 1 1 SE-27-57-20-4,57402 RGE RD 202,9.83,Acres,Sturgeon County,AGRICULTURE,0034536442,3.00,Acres,2014,"287,300",,Range Road 202,Radway,Alberta,Division No. 11,Canada,T0A 2V0,53.963471,-112.876854
6068000,SW-27-57-20-4,,160.00,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,"26,540",,,,,,,,,
6069000,NW-27-57-20-4,,160.00,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,"27,380",,,,,,,,,
6070000,NE-27-57-20-4,57426 RGE RD 202,159.93,Acres,Sturgeon County,AGRICULTURE,0020509312,3.00,Acres,2014,"134,740",,Range Road 202,Radway,Alberta,Division No. 11,Canada,T0A 2V0,53.963471,-112.876854
6071000,SE-28-57-20-4,57404 RGE RD 203,160.00,Acres,Sturgeon County,AGRICULTURE,0023416613,3.00,Acres,2014,"245,100",,Range Road 203,,Alberta,Division No. 11,Canada,,53.948918,-112.901579
6072000,SW-28-57-20-4,,160.00,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,"11,770",,,,,,,,,
6073000,NW-28-57-20-4,,160.00,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,"26,200",,,,,,,,,
6074000,NE-28-57-20-4,,160.00,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,"27,180",,,,,,,,,
6075000,SE-29-57-20-4,20408 TWP RD 574,80.00,Acres,Sturgeon County,AGRICULTURE,0023418114,3.00,Acres,2014,"297,920",,Township Road 574,,Alberta,Division No. 11,Canada,,53.9489336,-112.938712
6075001,SE-29-57-20-4,20410 TWP RD 574,77.41,Acres,Sturgeon County,AGRICULTURE,0034298091,3.00,Acres,2014,"268,740",,Township Road 574,,Alberta,Division No. 11,Canada,,53.9489336,-112.938712
6076000,SW-29-57-20-4,,80.00,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,"2,170",,,,,,,,,
6077000,SW-29-57-20-4,20418 TWP RD 574,76.91,Acres,Sturgeon County,AGRICULTURE,0033393513,3.00,Acres,2014,"357,000",,Township Road 574,,Alberta,Division No. 11,Canada,,53.9489336,-112.938712
6078000,NW-29-57-20-4,,80.33,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,"8,050",,,,,,,,,
6079000,NE-29-57-20-4,,160.00,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,"17,000",,,,,,,,,
6080000,SE-30-57-20-4,,160.00,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,"6,650",,,,,,,,,
6081000,SW-30-57-20-4,,160.00,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,"4,900",,,,,,,,,
6082000,NW-30-57-20-4,,160.00,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,"3,880",,,,,,,,,
6083000,NE-30-57-20-4,,80.00,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,"3,280",,,,,,,,,
6084000,NE-30-57-20-4,,80.00,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,"3,260",,,,,,,,,
6085000,SE-31-57-20-4,,160.00,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,"21,460",,,,,,,,,
6086000,SW-31-57-20-4,57515 RGE RD 210,79.94,Acres,Sturgeon County,AGRICULTURE,0029290194,0.00,Acres,2014,"10,290",,Range Road 210,Fort Saskatchewan,Alberta,Division No. 11,Canada,,53.8447153,-112.9758674
6086001,0221948 1 1 SW-31-57-20-4,57505 RGE RD 210,80.06,Acres,Sturgeon County,AGRICULTURE,0029290202,3.00,Acres,2014,"401,270",,Range Road 210,Fort Saskatchewan,Alberta,Division No. 11,Canada,,53.8447153,-112.9758674
6087000,NW-31-57-20-4,,158.00,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,"22,270",,,,,,,,,
6088000,NE-31-57-20-4,20503 TWP RD 580,158.00,Acres,Sturgeon County,AGRICULTURE,0014488142,3.00,Acres,2014,"300,190",20503,Township Road 580,Busby,Alberta,Division No. 13,Canada,T0G 0H0,53.9781122,-113.9136694
6089000,SE-32-57-20-4,,80.00,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,"12,570",,,,,,,,,
6089001,SE-32-57-20-4,57510 RGE RD 204,80.00,Acres,Sturgeon County,AGRICULTURE,0012959029,3.00,Acres,2014,"215,430",,Range Road 204,Radway,Alberta,,Canada,T0A 2V0,53.992517,-112.926339
6090000,SW-32-57-20-4,57503 RGE RD 205,159.00,Acres,Sturgeon County,AGRICULTURE,0015041189,0.00,Acres,2014,"21,550",,Range Road 205,,Alberta,Division No. 11,Canada,,53.934436,-112.950921
6091000,NW-32-57-20-4,20427 TWP RD 580,78.50,Acres,Sturgeon County,AGRICULTURE,0015107287,3.00,Acres,2014,"229,800",20427,Township Road 580,Busby,Alberta,Division No. 13,Canada,T0G 0H0,53.9781122,-113.9136694
6091001,NW-32-57-20-4,,78.50,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,"11,510",,,,,,,,,
6092000,NE-32-57-20-4,,137.00,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,"22,450",,,,,,,,,
6093000,NE-32-57-20-4,57524 RGE RD 204,20.00,Acres,Sturgeon County,AGRICULTURE,0018863167,3.00,Acres,2014,"285,190",,Range Road 204,Radway,Alberta,,Canada,T0A 2V0,53.992517,-112.926339
6094000,SE-33-57-20-4,,80.00,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,"12,540",,,,,,,,,
6095000,SE-33-57-20-4,,80.00,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,"14,470",,,,,,,,,
6096000,SW-33-57-20-4,57515 RGE RD 204,159.98,Acres,Sturgeon County,AGRICULTURE,0023411481,3.00,Acres,2014,"164,610",,Range Road 204,Radway,Alberta,,Canada,T0A 2V0,53.992517,-112.926339
6096001,SW-33-57-20-4,,0.02,Acres,Sturgeon County,AGRICULTURE,,0.02,Acres,2014,680,,,,,,,,,
6097000,NW-33-57-20-4,20319 TWP RD 580,157.00,Acres,Sturgeon County,AGRICULTURE,0023411465,3.00,Acres,2014,"257,040",20319,Township Road 580,Busby,Alberta,Division No. 13,Canada,T0G 0H0,53.9781122,-113.9136694
6098000,NE-33-57-20-4,,79.00,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,"13,160",,,,,,,,,
6099000,NE-33-57-20-4,,79.00,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,"12,470",,,,,,,,,
6100000,SE-34-57-20-4,,160.00,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,"14,910",,,,,,,,,
6101000,SW-34-57-20-4,,158.00,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,"19,430",,,,,,,,,
6102000,SW-34-57-20-4,,2.00,Acres,Sturgeon County,AGRICULTURE,,2.00,Acres,2014,"57,200",,,,,,,,,
6103000,NW-34-57-20-4,57531 RGE RD 203,158.00,Acres,Sturgeon County,AGRICULTURE,0020564192,0.00,Acres,2014,"23,370",,Range Road 203,,Alberta,Division No. 11,Canada,,53.948918,-112.901579
6104000,NE-34-57-20-4,57520 RGE RD 202,155.00,Acres,Sturgeon County,AGRICULTURE,0011270394,3.00,Acres,2014,"441,190",,Range Road 202,Radway,Alberta,Division No. 11,Canada,T0A 2V0,53.963471,-112.876854
6105000,NE-34-57-20-4,57532 RGE RD 202,4.00,Acres,Sturgeon County,AGRICULTURE,0013255873,4.00,Acres,2014,"113,760",,Range Road 202,Radway,Alberta,Division No. 11,Canada,T0A 2V0,53.963471,-112.876854
6107000,SW-35-57-20-4,57501 RGE RD 202,160.00,Acres,Sturgeon County,AGRICULTURE,0021708565,3.00,Acres,2014,"307,250",,Range Road 202,Radway,Alberta,Division No. 11,Canada,T0A 2V0,53.963471,-112.876854
6108000,NW-35-57-20-4,,59.62,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,"1,970",,,,,,,,,
6109000,NW-35-57-20-4,20131 TWP RD 580,19.87,Acres,Sturgeon County,AGRICULTURE,0013292058,3.00,Acres,2014,"224,690",20131,Township Road 580,Busby,Alberta,Division No. 13,Canada,T0G 0H0,53.9781122,-113.9136694
6110000,NW-35-57-20-4,,79.50,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,"13,930",,,,,,,,,
6111000,NE-35-57-20-4,,159.00,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,"18,610",,,,,,,,,
6112000,SW-36-57-20-4,,50.00,Acres,Sturgeon County,AGRICULTURE-NATURE CONSERVATION,,0.00,Acres,2014,"5,580",,,,,,,,,
6113000,NW-36-57-20-4,,48.20,Acres,Sturgeon County,AGRICULTURE-NATURE CONSERVATION,,3.00,Acres,2014,"92,110",,,,,,,,,
6114000,NW-17-56-21-4,56219 SH 643,160.00,Acres,Sturgeon County,INDUSTRIAL HEAVY,0012386801,150.83,Acres,2014,"2,821,510",643,Wisconsin 57,Sturgeon Bay,Wisconsin,Door County,United States,54235,44.830082,-87.347902
6115000,NE-17-56-21-4,,62.00,Acres,Sturgeon County,INDUSTRIAL HEAVY,,61.75,Acres,2014,"1,250,090",,,,,,,,,
6116000,SE-19-56-21-4,,151.18,Acres,Sturgeon County,INDUSTRIAL HEAVY,,0.00,Acres,2014,"29,400",,,,,,,,,
6117000,SE-19-56-21-4,,5.00,Acres,Sturgeon County,INDUSTRIAL HEAVY,,5.00,Acres,2014,"134,850",,,,,,,,,
6118000,NE-19-56-21-4,,38.01,Acres,Sturgeon County,INDUSTRIAL HEAVY,,0.00,Acres,2014,"8,210",,,,,,,,,
6119000,NE-19-56-21-4,,113.00,Acres,Sturgeon County,INDUSTRIAL HEAVY,,0.00,Acres,2014,"24,040",,,,,,,,,
6120000,NE-19-56-21-4,,5.00,Acres,Sturgeon County,INDUSTRIAL HEAVY,,5.00,Acres,2014,"285,710",,,,,,,,,
6121000,SE-20-56-21-4,,97.00,Acres,Sturgeon County,INDUSTRIAL HEAVY,,97.00,Acres,2014,"1,871,920",,,,,,,,,
6121001,SE-20-56-21-4,,17.00,Acres,Sturgeon County,INDUSTRIAL HEAVY,,17.00,Acres,2014,"485,250",,,,,,,,,
6122000,SW-20-56-21-4,,153.10,Acres,Sturgeon County,INDUSTRIAL HEAVY,,153.10,Acres,2014,"2,861,550",,,,,,,,,
6122001,SW-20-56-21-4,,6.90,Acres,Sturgeon County,INDUSTRIAL HEAVY,,6.90,Acres,2014,"319,640",,,,,,,,,
6126000,0425567 1 1 NW-20-56-21-4,56410 RGE RD 214,667.75,Acres,Sturgeon County,INDUSTRIAL HEAVY,0030719074,475.75,Acres,2014,"5,202,070",56410,Range Road 214,Fort Saskatchewan,Alberta,Division No. 11,Canada,T8L 4A5,53.8065423,-113.074707
6127000,NW-26-56-21-4,,32.00,Acres,Sturgeon County,AGRICULTURE-NATURE CONSERVATION,,0.00,Acres,2014,"3,660",,,,,,,,,
6128000,NE-26-56-21-4,,2.00,Acres,Sturgeon County,AGRICULTURE-NATURE CONSERVATION,,0.00,Acres,2014,50,,,,,,,,,
6129000,NW-27-56-21-4,,101.90,Acres,Sturgeon County,AGRICULTURE-NATURE CONSERVATION-HEAVY INDUSTRY,,0.00,Acres,2014,"18,990",,,,,,,,,
6130000,NW-27-56-21-4,56431 VICTORIA TR,7.49,Acres,Sturgeon County,AGRICULTURE HEAVY INDUSTRY,0023402051,0.00,Acres,2014,"1,220",,Victoria Trail,,Alberta,Division No. 11,Canada,,53.90535200000001,-112.946476
6131000,NE-27-56-21-4,,71.00,Acres,Sturgeon County,AGRICULTURE-NATURE CONSERVATION-HEAVY INDUSTRY,,0.00,Acres,2014,"9,590",,,,,,,,,
6132000,SW-28-56-21-4,,77.00,Acres,Sturgeon County,INDUSTRIAL HEAVY,,0.00,Acres,2014,"9,070",,,,,,,,,
6132001,SE-28-56-21-4,,6.00,Acres,Sturgeon County,INDUSTRIAL HEAVY,,0.00,Acres,2014,160,,,,,,,,,
6132002,SW-28-56-21-4,,0.98,Acres,Sturgeon County,INDUSTRIAL HEAVY,,0.98,Acres,2014,"41,700",,,,,,,,,
6133000,SW-28-56-21-4,,11.30,Acres,Sturgeon County,INDUSTRIAL HEAVY,,0.00,Acres,2014,540,,,,,,,,,
6134000,NW-28-56-21-4,,152.76,Acres,Sturgeon County,INDUSTRIAL HEAVY,,0.00,Acres,2014,"24,130",,,,,,,,,
6135000,NE-28-56-21-4,,118.23,Acres,Sturgeon County,INDUSTRIAL HEAVY,,0.00,Acres,2014,"12,540",,,,,,,,,
6136000,NE-28-56-21-4,56415 VICTORIA TR,27.00,Acres,Sturgeon County,INDUSTRIAL HEAVY,0023397896,0.00,Acres,2014,"15,170",,Victoria Trail,,Alberta,Division No. 11,Canada,,53.90535200000001,-112.946476
6139000,NW-29-56-21-4,,156.05,Acres,Sturgeon County,INDUSTRIAL HEAVY,,0.00,Acres,2014,"6,640",,,,,,,,,
6140000,NE-29-56-21-4,,146.00,Acres,Sturgeon County,INDUSTRIAL HEAVY,,0.00,Acres,2014,"29,670",,,,,,,,,
6140001,7820028 1 NE-29-56-21-4,56422 RGE RD 214,10.00,Acres,Sturgeon County,INDUSTRIAL HEAVY,0013996384,0.00,Acres,2014,"2,240",56422,Range Road 214,Fort Saskatchewan,Alberta,Division No. 11,Canada,T8L 4A5,53.8065423,-113.074707
6141000,0020190 1 SE-30-56-21-4,21510 TWP RD 564,12.03,Acres,Sturgeon County,INDUSTRIAL HEAVY,0028284776,3.00,Acres,2014,"262,050",,Township Road 564,,Alberta,Division No. 11,Canada,,53.8618472,-113.5457616
6141002,SE-30-56-21-4,,143.96,Acres,Sturgeon County,INDUSTRIAL HEAVY,,0.00,Acres,2014,"24,920",,,,,,,,,
6142000,NE-30-56-21-4,,76.00,Acres,Sturgeon County,INDUSTRIAL HEAVY,,0.00,Acres,2014,"12,580",,,,,,,,,
6143000,NE-30-56-21-4,,80.00,Acres,Sturgeon County,INDUSTRIAL HEAVY,,0.00,Acres,2014,"14,010",,,,,,,,,
6144000,SE-31-56-21-4,,156.17,Acres,Sturgeon County,INDUSTRIAL HEAVY,,0.00,Acres,2014,"12,920",,,,,,,,,
6145000,NE-31-56-21-4,,154.17,Acres,Sturgeon County,INDUSTRIAL HEAVY,,0.00,Acres,2014,"6,250",,,,,,,,,
6146000,SE-32-56-21-4,56512 RGE RD 214,153.92,Acres,Sturgeon County,INDUSTRIAL HEAVY,0035081496,0.00,Acres,2014,"30,790",56512,Range Road 214,Fort Saskatchewan,Alberta,Division No. 11,Canada,T8L 4A5,53.8065423,-113.074707
6147000,SW-32-56-21-4,,153.95,Acres,Sturgeon County,INDUSTRIAL HEAVY,,0.00,Acres,2014,"20,900",,,,,,,,,
6148000,NW-32-56-21-4,,157.46,Acres,Sturgeon County,INDUSTRIAL HEAVY,,0.00,Acres,2014,"6,930",,,,,,,,,
6149000,NE-32-56-21-4,,157.46,Acres,Sturgeon County,INDUSTRIAL HEAVY,,0.00,Acres,2014,"14,360",,,,,,,,,
6150000,SE-33-56-21-4,,80.00,Acres,Sturgeon County,INDUSTRIAL HEAVY,,0.00,Acres,2014,"7,120",,,,,,,,,
